appid,reviewId,charLen,isPositive,tokens_in_review,zero_hit,pairIndex,type,Flow_count,Utility_count,Nostalgia_count,Flow_prop,Utility_prop,Nostalgia_prop,Flow_per_100,Utility_per_100,Nostalgia_per_100,Flow_share,Utility_share,Nostalgia_share,None_share
415880,39963361,534,1,94,False,1,top,1,0,0,1.0,0.0,0.0,1.0638297872340425,0.0,0.0,0.010638297872340425,0.0,0.0,0.9893617021276596
415880,39993135,1151,0,207,False,1,top,1,0,0,1.0,0.0,0.0,0.4830917874396135,0.0,0.0,0.004830917874396135,0.0,0.0,0.9951690821256038
415880,39991921,94,0,18,True,1,top,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
415880,39991873,35,1,7,True,1,top,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
415880,39991608,224,0,43,True,1,top,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
415880,39990595,312,0,55,True,1,top,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
415880,39990560,198,0,38,True,1,top,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
415880,39990497,21,0,5,True,1,top,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
415880,39989557,52,1,8,True,1,top,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
415880,39989216,26,0,5,True,1,top,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
415880,39989076,1331,1,233,False,1,top,2,0,0,1.0,0.0,0.0,0.8583690987124464,0.0,0.0,0.008583690987124463,0.0,0.0,0.9914163090128756
415880,39988884,16,0,2,True,1,top,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
415880,39988350,401,1,81,True,1,top,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
415880,39987951,160,1,28,True,1,top,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
415880,39987893,476,1,93,True,1,top,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
415880,39986424,144,0,30,True,1,top,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
415880,39985994,320,1,55,True,1,top,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
415880,39985083,201,0,41,False,1,top,0,1,0,0.0,1.0,0.0,0.0,2.4390243902439024,0.0,0.0,0.024390243902439025,0.0,0.975609756097561
415880,33570184,367,0,63,True,1,top,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
415880,39982532,22,0,4,True,1,top,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
415880,39980695,270,0,50,False,1,top,0,1,0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.02,0.0,0.98
415880,39979366,173,0,30,True,1,top,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
