token,count,freq_per_1k
cars,51,1.2536256821198564
bit,50,1.229044786392016
had,50,1.229044786392016
challenging,49,1.2044638906641758
got,49,1.2044638906641758
construction,49,1.2044638906641758
use,48,1.1798829949363354
off,48,1.1798829949363354
money,47,1.155302099208495
where,47,1.155302099208495
need,47,1.155302099208495
buy,47,1.155302099208495
any,46,1.1307212034806549
makes,46,1.1307212034806549
price,45,1.1061403077528147
quite,44,1.0815594120249743
easy,43,1.056978516297134
hard,43,1.056978516297134
best,43,1.056978516297134
steam,43,1.056978516297134
could,43,1.056978516297134
try,42,1.0323976205692935
real,42,1.0323976205692935
see,42,1.0323976205692935
free,42,1.0323976205692935
say,42,1.0323976205692935
puzzles,41,1.0078167248414533
each,41,1.0078167248414533
through,41,1.0078167248414533
were,41,1.0078167248414533
should,41,1.0078167248414533
did,40,0.9832358291136128
again,40,0.9832358291136128
though,39,0.9586549333857726
right,39,0.9586549333857726
graphics,38,0.9340740376579323
across,38,0.9340740376579323
looking,38,0.9340740376579323
who,38,0.9340740376579323
now,38,0.9340740376579323
solutions,37,0.909493141930092
challenge,37,0.909493141930092
made,37,0.909493141930092
something,37,0.909493141930092
feel,36,0.8849122462022516
does,36,0.8849122462022516
feels,36,0.8849122462022516
find,36,0.8849122462022516
poly,36,0.8849122462022516
portal,36,0.8849122462022516
enough,36,0.8849122462022516
doesn,35,0.8603313504744113
times,35,0.8603313504744113
engineering,35,0.8603313504744113
achievements,35,0.8603313504744113
give,35,0.8603313504744113
sometimes,35,0.8603313504744113
things,34,0.835750454746571
love,34,0.835750454746571
been,34,0.835750454746571
these,34,0.835750454746571
overall,33,0.8111695590187307
know,33,0.8111695590187307
wood,33,0.8111695590187307
gameplay,32,0.7865886632908903
casual,32,0.7865886632908903
two,32,0.7865886632908903
their,32,0.7865886632908903
gets,31,0.76200776756305
life,31,0.76200776756305
maybe,31,0.76200776756305
why,31,0.76200776756305
thing,31,0.76200776756305
difficult,30,0.7374268718352097
those,30,0.7374268718352097
new,30,0.7374268718352097
actually,30,0.7374268718352097
being,30,0.7374268718352097
people,29,0.7128459761073693
isn,29,0.7128459761073693
long,28,0.688265080379529
world,28,0.688265080379529
ever,28,0.688265080379529
enjoy,28,0.688265080379529
around,28,0.688265080379529
less,28,0.688265080379529
point,28,0.688265080379529
bundle,28,0.688265080379529
look,27,0.6636841846516887
ll,27,0.6636841846516887
test,27,0.6636841846516887
both,27,0.6636841846516887
down,27,0.6636841846516887
getting,26,0.6391032889238484
difficulty,26,0.6391032889238484
music,26,0.6391032889238484
controls,26,0.6391032889238484
version,26,0.6391032889238484
simulation,26,0.6391032889238484
type,26,0.6391032889238484
dlc,26,0.6391032889238484
thought,26,0.6391032889238484
often,26,0.6391032889238484
mode,26,0.6391032889238484
having,26,0.6391032889238484
design,26,0.6391032889238484
might,26,0.6391032889238484
however,26,0.6391032889238484
we,25,0.614522393196008
boring,25,0.614522393196008
making,25,0.614522393196008
frustrating,25,0.614522393196008
repetitive,25,0.614522393196008
works,25,0.614522393196008
going,25,0.614522393196008
tank,25,0.614522393196008
here,25,0.614522393196008
experience,25,0.614522393196008
kind,25,0.614522393196008
back,25,0.614522393196008
instead,24,0.5899414974681677
challenges,24,0.5899414974681677
main,24,0.5899414974681677
tanker,24,0.5899414974681677
complete,23,0.5653606017403274
builder,23,0.5653606017403274
under,23,0.5653606017403274
without,23,0.5653606017403274
stress,23,0.5653606017403274
am,23,0.5653606017403274
end,23,0.5653606017403274
always,23,0.5653606017403274
never,23,0.5653606017403274
ui,23,0.5653606017403274
take,23,0.5653606017403274
far,23,0.5653606017403274
100,22,0.5407797060124871
wrong,22,0.5407797060124871
engineer,22,0.5407797060124871
part,22,0.5407797060124871
before,22,0.5407797060124871
expect,22,0.5407797060124871
may,22,0.5407797060124871
especially,22,0.5407797060124871
let,22,0.5407797060124871
tell,22,0.5407797060124871
using,22,0.5407797060124871
limited,21,0.5161988102846468
ok,21,0.5161988102846468
definitely,21,0.5161988102846468
pc,21,0.5161988102846468
anything,21,0.5161988102846468
least,21,0.5161988102846468
basic,21,0.5161988102846468
already,21,0.5161988102846468
watch,21,0.5161988102846468
nothing,21,0.5161988102846468
addictive,21,0.5161988102846468
interesting,21,0.5161988102846468
review,21,0.5161988102846468
didn,21,0.5161988102846468
fine,21,0.5161988102846468
old,21,0.5161988102846468
click,21,0.5161988102846468
content,20,0.4916179145568064
such,20,0.4916179145568064
trying,20,0.4916179145568064
wanted,20,0.4916179145568064
enjoyable,20,0.4916179145568064
probably,20,0.4916179145568064
since,20,0.4916179145568064
weight,20,0.4916179145568064
pass,20,0.4916179145568064
seems,20,0.4916179145568064
found,20,0.4916179145568064
pieces,20,0.4916179145568064
simulator,20,0.4916179145568064
second,19,0.46703701882896614
sure,19,0.46703701882896614
everything,19,0.46703701882896614
seem,19,0.46703701882896614
away,19,0.46703701882896614
lots,19,0.46703701882896614
run,19,0.46703701882896614
short,19,0.46703701882896614
annoying,19,0.46703701882896614
until,19,0.46703701882896614
bought,19,0.46703701882896614
com,19,0.46703701882896614
port,19,0.46703701882896614
steel,19,0.46703701882896614
start,19,0.46703701882896614
buying,18,0.4424561231011258
app,18,0.4424561231011258
brain,18,0.4424561231011258
solve,18,0.4424561231011258
kill,18,0.4424561231011258
points,18,0.4424561231011258
support,18,0.4424561231011258
engine,18,0.4424561231011258
collapse,18,0.4424561231011258
create,18,0.4424561231011258
he,18,0.4424561231011258
decent,18,0.4424561231011258
problem,18,0.4424561231011258
construct,18,0.4424561231011258
said,18,0.4424561231011258
side,18,0.4424561231011258
islands,18,0.4424561231011258
own,18,0.4424561231011258
fail,18,0.4424561231011258
url,18,0.4424561231011258
realistic,18,0.4424561231011258
once,18,0.4424561231011258
although,17,0.4178752273732855
must,17,0.4178752273732855
enjoyed,17,0.4178752273732855
funny,17,0.4178752273732855
creative,17,0.4178752273732855
designs,17,0.4178752273732855
full,17,0.4178752273732855
reason,17,0.4178752273732855
break,17,0.4178752273732855
based,17,0.4178752273732855
beat,17,0.4178752273732855
waste,17,0.4178752273732855
built,16,0.39329433164544514
small,16,0.39329433164544514
come,16,0.39329433164544514
guides,16,0.39329433164544514
three,16,0.39329433164544514
learn,16,0.39329433164544514
rather,16,0.39329433164544514
later,16,0.39329433164544514
ones,16,0.39329433164544514
fairly,16,0.39329433164544514
crazy,16,0.39329433164544514
completed,16,0.39329433164544514
cross,16,0.39329433164544514
triangles,16,0.39329433164544514
facebook,16,0.39329433164544514
amount,15,0.36871343591760486
99,15,0.36871343591760486
structures,15,0.36871343591760486
watching,15,0.36871343591760486
others,15,0.36871343591760486
left,15,0.36871343591760486
between,15,0.36871343591760486
figure,15,0.36871343591760486
relaxing,15,0.36871343591760486
achievement,15,0.36871343591760486
player,15,0.36871343591760486
idea,15,0.36871343591760486
island,15,0.36871343591760486
set,15,0.36871343591760486
done,15,0.36871343591760486
fly,15,0.36871343591760486
reviews,15,0.36871343591760486
half,15,0.36871343591760486
humble,15,0.36871343591760486
jd7qw,15,0.36871343591760486
whole,14,0.3441325401897645
mechanics,14,0.3441325401897645
flash,14,0.3441325401897645
completely,14,0.3441325401897645
keep,14,0.3441325401897645
possible,14,0.3441325401897645
liked,14,0.3441325401897645
options,14,0.3441325401897645
spend,14,0.3441325401897645
itself,14,0.3441325401897645
entertaining,14,0.3441325401897645
sandbox,14,0.3441325401897645
yet,14,0.3441325401897645
thinking,14,0.3441325401897645
fact,14,0.3441325401897645
vehicle,14,0.3441325401897645
goes,14,0.3441325401897645
used,14,0.3441325401897645
stuff,14,0.3441325401897645
sense,14,0.3441325401897645
another,14,0.3441325401897645
available,14,0.3441325401897645
minutes,14,0.3441325401897645
phone,13,0.3195516444619242
add,13,0.3195516444619242
low,13,0.3195516444619242
job,13,0.3195516444619242
last,13,0.3195516444619242
yes,13,0.3195516444619242
road,13,0.3195516444619242
recommended,13,0.3195516444619242
looks,13,0.3195516444619242
load,13,0.3195516444619242
his,13,0.3195516444619242
him,13,0.3195516444619242
solving,13,0.3195516444619242
variety,13,0.3195516444619242
okay,13,0.3195516444619242
put,13,0.3195516444619242
myself,13,0.3195516444619242
several,13,0.3195516444619242
mouse,13,0.3195516444619242
unless,13,0.3195516444619242
normal,13,0.3195516444619242
designed,13,0.3195516444619242
able,13,0.3195516444619242
screen,12,0.29497074873408385
menu,12,0.29497074873408385
needs,12,0.29497074873408385
maps,12,0.29497074873408385
couple,12,0.29497074873408385
check,12,0.29497074873408385
sounds,12,0.29497074873408385
yeah,12,0.29497074873408385
son,12,0.29497074873408385
friends,12,0.29497074873408385
meh,12,0.29497074873408385
players,12,0.29497074873408385
unlock,12,0.29497074873408385
pay,12,0.29497074873408385
types,12,0.29497074873408385
become,12,0.29497074873408385
next,12,0.29497074873408385
almost,12,0.29497074873408385
store,12,0.29497074873408385
finish,12,0.29497074873408385
place,12,0.29497074873408385
remember,12,0.29497074873408385
example,12,0.29497074873408385
super,12,0.29497074873408385
computer,11,0.2703898530062436
ways,11,0.2703898530062436
top,11,0.2703898530062436
delete,11,0.2703898530062436
given,11,0.2703898530062436
terrible,11,0.2703898530062436
exactly,11,0.2703898530062436
harder,11,0.2703898530062436
extremely,11,0.2703898530062436
civil,11,0.2703898530062436
trains,11,0.2703898530062436
perfect,11,0.2703898530062436
creativity,11,0.2703898530062436
anyone,11,0.2703898530062436
barely,11,0.2703898530062436
resources,11,0.2703898530062436
hold,11,0.2703898530062436
personally,11,0.2703898530062436
took,11,0.2703898530062436
button,11,0.2703898530062436
years,11,0.2703898530062436
drive,11,0.2703898530062436
light,11,0.2703898530062436
paid,11,0.2703898530062436
broken,11,0.2703898530062436
poor,11,0.2703898530062436
hour,11,0.2703898530062436
gives,11,0.2703898530062436
fall,11,0.2703898530062436
us,11,0.2703898530062436
wouldn,11,0.2703898530062436
she,11,0.2703898530062436
started,10,0.2458089572784032
stuck,10,0.2458089572784032
cannot,10,0.2458089572784032
mind,10,0.2458089572784032
show,10,0.2458089572784032
fast,10,0.2458089572784032
care,10,0.2458089572784032
story,10,0.2458089572784032
constructing,10,0.2458089572784032
wooden,10,0.2458089572784032
learning,10,0.2458089572784032
value,10,0.2458089572784032
allows,10,0.2458089572784032
either,10,0.2458089572784032
below,10,0.2458089572784032
solution,10,0.2458089572784032
cool,10,0.2458089572784032
certain,10,0.2458089572784032
11,10,0.2458089572784032
https,10,0.2458089572784032
heavier,10,0.2458089572784032
mostly,10,0.2458089572784032
year,10,0.2458089572784032
past,10,0.2458089572784032
comes,10,0.2458089572784032
control,10,0.2458089572784032
supports,10,0.2458089572784032
came,10,0.2458089572784032
style,10,0.2458089572784032
straight,10,0.2458089572784032
car,10,0.2458089572784032
limit,10,0.2458089572784032
during,10,0.2458089572784032
lack,10,0.2458089572784032
basically,10,0.2458089572784032
doing,10,0.2458089572784032
gap,10,0.2458089572784032
group,10,0.2458089572784032
air,10,0.2458089572784032
called,10,0.2458089572784032
features,9,0.2212280615505629
various,9,0.2212280615505629
concept,9,0.2212280615505629
wasn,9,0.2212280615505629
help,9,0.2212280615505629
error,9,0.2212280615505629
score,9,0.2212280615505629
title,9,0.2212280615505629
together,9,0.2212280615505629
kids,9,0.2212280615505629
big,9,0.2212280615505629
killer,9,0.2212280615505629
similar,9,0.2212280615505629
added,9,0.2212280615505629
complex,9,0.2212280615505629
testing,9,0.2212280615505629
allowed,9,0.2212280615505629
actual,9,0.2212280615505629
due,9,0.2212280615505629
aren,9,0.2212280615505629
worked,9,0.2212280615505629
specific,9,0.2212280615505629
day,9,0.2212280615505629
awesome,9,0.2212280615505629
sound,9,0.2212280615505629
turn,9,0.2212280615505629
move,9,0.2212280615505629
piece,9,0.2212280615505629
easily,9,0.2212280615505629
ago,9,0.2212280615505629
material,9,0.2212280615505629
etc,9,0.2212280615505629
beams,9,0.2212280615505629
nope,9,0.2212280615505629
choose,9,0.2212280615505629
cheap,9,0.2212280615505629
guide,9,0.2212280615505629
forward,9,0.2212280615505629
oh,9,0.2212280615505629
ain,9,0.2212280615505629
halloween,9,0.2212280615505629
tools,9,0.2212280615505629
longer,9,0.2212280615505629
please,9,0.2212280615505629
parts,9,0.2212280615505629
solid,9,0.2212280615505629
amazing,9,0.2212280615505629
slightly,9,0.2212280615505629
tried,9,0.2212280615505629
won,9,0.2212280615505629
expensive,9,0.2212280615505629
http,9,0.2212280615505629
planner,9,0.2212280615505629
quickly,8,0.19664716582272257
slope,8,0.19664716582272257
fair,8,0.19664716582272257
visuals,8,0.19664716582272257
waster,8,0.19664716582272257
project,8,0.19664716582272257
connect,8,0.19664716582272257
yourself,8,0.19664716582272257
close,8,0.19664716582272257
clunky,8,0.19664716582272257
youtube,8,0.19664716582272257
loved,8,0.19664716582272257
spent,8,0.19664716582272257
guess,8,0.19664716582272257
places,8,0.19664716582272257
problems,8,0.19664716582272257
bonus,8,0.19664716582272257
becomes,8,0.19664716582272257
unique,8,0.19664716582272257
interface,8,0.19664716582272257
ages,8,0.19664716582272257
gaming,8,0.19664716582272257
case,8,0.19664716582272257
certainly,8,0.19664716582272257
honestly,8,0.19664716582272257
within,8,0.19664716582272257
change,8,0.19664716582272257
feature,8,0.19664716582272257
our,8,0.19664716582272257
depending,8,0.19664716582272257
impossible,8,0.19664716582272257
20,8,0.19664716582272257
grid,8,0.19664716582272257
hate,8,0.19664716582272257
means,8,0.19664716582272257
steamcommunity,8,0.19664716582272257
reach,8,0.19664716582272257
results,8,0.19664716582272257
multiple,8,0.19664716582272257
twice,8,0.19664716582272257
hand,8,0.19664716582272257
moment,8,0.19664716582272257
expansion,8,0.19664716582272257
breaks,8,0.19664716582272257
concrete,8,0.19664716582272257
information,8,0.19664716582272257
despite,8,0.19664716582272257
dont,8,0.19664716582272257
bc,8,0.19664716582272257
medieval,8,0.19664716582272257
otherwise,8,0.19664716582272257
man,8,0.19664716582272257
hell,8,0.19664716582272257
heavy,8,0.19664716582272257
negative,8,0.19664716582272257
weird,8,0.19664716582272257
win,8,0.19664716582272257
pontifex,8,0.19664716582272257
gonna,8,0.19664716582272257
map,8,0.19664716582272257
android,8,0.19664716582272257
tablet,7,0.17206627009488226
copy,7,0.17206627009488226
bugs,7,0.17206627009488226
water,7,0.17206627009488226
behind,7,0.17206627009488226
logic,7,0.17206627009488226
insane,7,0.17206627009488226
update,7,0.17206627009488226
2013,7,0.17206627009488226
serious,7,0.17206627009488226
trial,7,0.17206627009488226
original,7,0.17206627009488226
leave,7,0.17206627009488226
high,7,0.17206627009488226
wait,7,0.17206627009488226
scheme,7,0.17206627009488226
single,7,0.17206627009488226
christmas,7,0.17206627009488226
join,7,0.17206627009488226
tricky,7,0.17206627009488226
except,7,0.17206627009488226
series,7,0.17206627009488226
keeps,7,0.17206627009488226
excellent,7,0.17206627009488226
classic,7,0.17206627009488226
starts,7,0.17206627009488226
curve,7,0.17206627009488226
moving,7,0.17206627009488226
educational,7,0.17206627009488226
fantastic,7,0.17206627009488226
extra,7,0.17206627009488226
conclusion,7,0.17206627009488226
genre,7,0.17206627009488226
replay,7,0.17206627009488226
falls,7,0.17206627009488226
understand,7,0.17206627009488226
wish,7,0.17206627009488226
soon,7,0.17206627009488226
campaign,7,0.17206627009488226
limits,7,0.17206627009488226
entire,7,0.17206627009488226
else,7,0.17206627009488226
finished,7,0.17206627009488226
fan,7,0.17206627009488226
trailer,7,0.17206627009488226
particularly,7,0.17206627009488226
along,7,0.17206627009488226
expected,7,0.17206627009488226
cost,7,0.17206627009488226
felt,7,0.17206627009488226
incredibly,7,0.17206627009488226
random,7,0.17206627009488226
wants,7,0.17206627009488226
solved,7,0.17206627009488226
deal,7,0.17206627009488226
cables,7,0.17206627009488226
section,7,0.17206627009488226
finally,7,0.17206627009488226
clearly,7,0.17206627009488226
consistent,7,0.17206627009488226
cause,7,0.17206627009488226
general,7,0.17206627009488226
exit,7,0.17206627009488226
third,7,0.17206627009488226
involved,7,0.17206627009488226
meaning,7,0.17206627009488226
polished,7,0.17206627009488226
considering,7,0.17206627009488226
total,7,0.17206627009488226
order,7,0.17206627009488226
note,7,0.17206627009488226
alright,7,0.17206627009488226
compared,7,0.17206627009488226
ramps,7,0.17206627009488226
bored,7,0.17206627009488226
collapses,7,0.17206627009488226
sort,7,0.17206627009488226
head,7,0.17206627009488226
government,7,0.17206627009488226
suck,7,0.17206627009488226
surprised,7,0.17206627009488226
seriously,7,0.17206627009488226
failing,7,0.17206627009488226
linux,7,0.17206627009488226
www,7,0.17206627009488226
cheaper,7,0.17206627009488226
goal,7,0.17206627009488226
stupid,7,0.17206627009488226
unrealistic,7,0.17206627009488226
groups,7,0.17206627009488226
seen,7,0.17206627009488226
went,7,0.17206627009488226
release,7,0.17206627009488226
simply,7,0.17206627009488226
share,7,0.17206627009488226
crust,7,0.17206627009488226
school,6,0.14748537436704193
collapsed,6,0.14748537436704193
art,6,0.14748537436704193
call,6,0.14748537436704193
awful,6,0.14748537436704193
gave,6,0.14748537436704193
biggest,6,0.14748537436704193
bottom,6,0.14748537436704193
fit,6,0.14748537436704193
number,6,0.14748537436704193
updates,6,0.14748537436704193
mean,6,0.14748537436704193
kinda,6,0.14748537436704193
online,6,0.14748537436704193
quality,6,0.14748537436704193
unfortunately,6,0.14748537436704193
tension,6,0.14748537436704193
horrible,6,0.14748537436704193
happy,6,0.14748537436704193
progress,6,0.14748537436704193
average,6,0.14748537436704193
special,6,0.14748537436704193
hilarious,6,0.14748537436704193
understanding,6,0.14748537436704193
force,6,0.14748537436704193
provides,6,0.14748537436704193
sturdy,6,0.14748537436704193
satisfying,6,0.14748537436704193
offers,6,0.14748537436704193
rewarding,6,0.14748537436704193
premise,6,0.14748537436704193
allowing,6,0.14748537436704193
adds,6,0.14748537436704193
playtime,6,0.14748537436704193
tight,6,0.14748537436704193
breaking,6,0.14748537436704193
roads,6,0.14748537436704193
rules,6,0.14748537436704193
fuck,6,0.14748537436704193
placing,6,0.14748537436704193
unlike,6,0.14748537436704193
effects,6,0.14748537436704193
collapsing,6,0.14748537436704193
god,6,0.14748537436704193
tl,6,0.14748537436704193
dr,6,0.14748537436704193
ended,6,0.14748537436704193
ugly,6,0.14748537436704193
including,6,0.14748537436704193
soundtrack,6,0.14748537436704193
structure,6,0.14748537436704193
early,6,0.14748537436704193
wonky,6,0.14748537436704193
stop,6,0.14748537436704193
allow,6,0.14748537436704193
dead,6,0.14748537436704193
realize,6,0.14748537436704193
drag,6,0.14748537436704193
onto,6,0.14748537436704193
area,6,0.14748537436704193
red,6,0.14748537436704193
builders,6,0.14748537436704193
strong,6,0.14748537436704193
pros,6,0.14748537436704193
cons,6,0.14748537436704193
30,6,0.14748537436704193
rating,6,0.14748537436704193
haven,6,0.14748537436704193
personal,6,0.14748537436704193
drivers,6,0.14748537436704193
tedious,6,0.14748537436704193
require,6,0.14748537436704193
saying,6,0.14748537436704193
happens,6,0.14748537436704193
couldn,6,0.14748537436704193
imagine,6,0.14748537436704193
easter,6,0.14748537436704193
12,6,0.14748537436704193
scenario,6,0.14748537436704193
developers,6,0.14748537436704193
death,6,0.14748537436704193
thumbs,6,0.14748537436704193
poorly,6,0.14748537436704193
picking,6,0.14748537436704193
matter,6,0.14748537436704193
screenshots,6,0.14748537436704193
issue,6,0.14748537436704193
15,6,0.14748537436704193
pick,6,0.14748537436704193
addicting,6,0.14748537436704193
ported,6,0.14748537436704193
line,6,0.14748537436704193
library,6,0.14748537436704193
apart,6,0.14748537436704193
fucking,6,0.14748537436704193
video,6,0.14748537436704193
wonder,6,0.14748537436704193
therefore,6,0.14748537436704193
usually,6,0.14748537436704193
failed,6,0.14748537436704193
happened,6,0.14748537436704193
feeling,6,0.14748537436704193
hoping,6,0.14748537436704193
luck,6,0.14748537436704193
repeat,6,0.14748537436704193
baby,6,0.14748537436704193
jump,6,0.14748537436704193
tr,6,0.14748537436704193
td,6,0.14748537436704193
th,6,0.14748537436704193
crashes,6,0.14748537436704193
cant,6,0.14748537436704193
ahead,6,0.14748537436704193
flying,6,0.14748537436704193
degrees,5,0.1229044786392016
stars,5,0.1229044786392016
absolutely,5,0.1229044786392016
stick,5,0.1229044786392016
plays,5,0.1229044786392016
pink,5,0.1229044786392016
unplayable,5,0.1229044786392016
mom,5,0.1229044786392016
young,5,0.1229044786392016
settings,5,0.1229044786392016
inside,5,0.1229044786392016
minute,5,0.1229044786392016
decided,5,0.1229044786392016
supposed,5,0.1229044786392016
outside,5,0.1229044786392016
trust,5,0.1229044786392016
spare,5,0.1229044786392016
press,5,0.1229044786392016
grind,5,0.1229044786392016
cup,5,0.1229044786392016
beyond,5,0.1229044786392016
managed,5,0.1229044786392016
suspension,5,0.1229044786392016
gamers,5,0.1229044786392016
elements,5,0.1229044786392016
success,5,0.1229044786392016
forces,5,0.1229044786392016
entertainment,5,0.1229044786392016
endless,5,0.1229044786392016
worst,5,0.1229044786392016
somewhat,5,0.1229044786392016
age,5,0.1229044786392016
core,5,0.1229044786392016
restrictions,5,0.1229044786392016
carry,5,0.1229044786392016
alone,5,0.1229044786392016
ridiculous,5,0.1229044786392016
giving,5,0.1229044786392016
metal,5,0.1229044786392016
wires,5,0.1229044786392016
location,5,0.1229044786392016
freedom,5,0.1229044786392016
follow,5,0.1229044786392016
fails,5,0.1229044786392016
explodes,5,0.1229044786392016
needed,5,0.1229044786392016
fix,5,0.1229044786392016
costs,5,0.1229044786392016
enjoying,5,0.1229044786392016
polybridge,5,0.1229044786392016
seemed,5,0.1229044786392016
course,5,0.1229044786392016
nodes,5,0.1229044786392016
requires,5,0.1229044786392016
node,5,0.1229044786392016
holding,5,0.1229044786392016
blue,5,0.1229044786392016
knows,5,0.1229044786392016
unlocked,5,0.1229044786392016
whatever,5,0.1229044786392016
created,5,0.1229044786392016
current,5,0.1229044786392016
plus,5,0.1229044786392016
triangle,5,0.1229044786392016
complaint,5,0.1229044786392016
access,5,0.1229044786392016
randomly,5,0.1229044786392016
obvious,5,0.1229044786392016
edge,5,0.1229044786392016
devs,5,0.1229044786392016
coming,5,0.1229044786392016
someone,5,0.1229044786392016
areas,5,0.1229044786392016
bare,5,0.1229044786392016
completion,5,0.1229044786392016
themed,5,0.1229044786392016
garbage,5,0.1229044786392016
beam,5,0.1229044786392016
four,5,0.1229044786392016
details,5,0.1229044786392016
ideas,5,0.1229044786392016
length,5,0.1229044786392016
custom,5,0.1229044786392016
earthquake,5,0.1229044786392016
spot,5,0.1229044786392016
sadly,5,0.1229044786392016
explanation,5,0.1229044786392016
sad,5,0.1229044786392016
shit,5,0.1229044786392016
anyway,5,0.1229044786392016
attempts,5,0.1229044786392016
read,5,0.1229044786392016
starting,5,0.1229044786392016
crap,5,0.1229044786392016
occasionally,5,0.1229044786392016
disappointed,5,0.1229044786392016
surprisingly,5,0.1229044786392016
self,5,0.1229044786392016
thanks,5,0.1229044786392016
hit,5,0.1229044786392016
shall,5,0.1229044786392016
honest,5,0.1229044786392016
favorite,5,0.1229044786392016
remove,5,0.1229044786392016
advanced,5,0.1229044786392016
open,5,0.1229044786392016
family,5,0.1229044786392016
system,5,0.1229044786392016
avoid,5,0.1229044786392016
fixed,5,0.1229044786392016
code,5,0.1229044786392016
lol,5,0.1229044786392016
suddenly,5,0.1229044786392016
person,5,0.1229044786392016
accidently,5,0.1229044786392016
launch,5,0.1229044786392016
completing,5,0.1229044786392016
glad,5,0.1229044786392016
working,5,0.1229044786392016
slow,5,0.1229044786392016
mission,5,0.1229044786392016
sucks,5,0.1229044786392016
explosions,5,0.1229044786392016
result,5,0.1229044786392016
constructions,5,0.1229044786392016
ios,5,0.1229044786392016
goo,5,0.1229044786392016
simplistic,5,0.1229044786392016
reminds,5,0.1229044786392016
fell,5,0.1229044786392016
pie,5,0.1229044786392016
sugar,5,0.1229044786392016
engineers,4,0.09832358291136128
none,4,0.09832358291136128
wasted,4,0.09832358291136128
trash,4,0.09832358291136128
adding,4,0.09832358291136128
negatives,4,0.09832358291136128
properly,4,0.09832358291136128
changes,4,0.09832358291136128
entertained,4,0.09832358291136128
builds,4,0.09832358291136128
2d,4,0.09832358291136128
additional,4,0.09832358291136128
dislike,4,0.09832358291136128
whether,4,0.09832358291136128
audio,4,0.09832358291136128
physic,4,0.09832358291136128
speed,4,0.09832358291136128
focus,4,0.09832358291136128
coloring,4,0.09832358291136128
picked,4,0.09832358291136128
character,4,0.09832358291136128
brought,4,0.09832358291136128
burn,4,0.09832358291136128
computers,4,0.09832358291136128
accurate,4,0.09832358291136128
likely,4,0.09832358291136128
skills,4,0.09832358291136128
enjoyment,4,0.09832358291136128
brilliant,4,0.09832358291136128
