appid,reviewId,cluster_id,cluster_size
312370,47794678,4,10
312370,48551768,5,26
312370,49793160,8,12
312370,50157593,9,6
312370,52324902,4,10
312370,53554099,7,11
312370,54515269,11,24
312370,54901668,1,18
312370,58029700,8,12
312370,59128392,5,26
312370,61379919,2,10
312370,63197308,4,10
312370,64659051,1,18
312370,66900397,4,10
312370,67064380,11,24
312370,69432188,3,26
312370,70739681,1,18
312370,71195715,2,10
312370,72443742,1,18
312370,73250566,3,26
312370,76135803,2,10
312370,79178186,6,4
312370,83032850,2,10
312370,83679039,4,10
312370,83751011,11,24
312370,88505538,1,18
312370,88720445,8,12
312370,92600319,5,26
312370,93256579,3,26
312370,93568097,11,24
312370,93834919,1,18
312370,96250534,3,26
312370,102327391,8,12
312370,113247440,1,18
312370,114294043,8,12
312370,116397825,3,26
312370,118306940,3,26
312370,118748828,11,24
312370,120930877,5,26
312370,127302503,11,24
312370,127666351,3,26
312370,133263297,9,6
312370,138991177,3,26
312370,139227565,3,26
312370,139303923,5,26
312370,144744965,2,10
312370,144767675,5,26
312370,149347739,8,12
312370,151290228,3,26
312370,157871736,4,10
312370,159772259,5,26
312370,168588445,5,26
312370,169278620,10,2
312370,175076333,5,26
312370,175770993,3,26
312370,176396180,5,26
312370,176832059,3,26
312370,179845109,3,26
312370,182696577,10,2
312370,184867219,2,10
312370,190996776,11,24
312370,195051053,11,24
312370,195160389,2,10
312370,195567576,4,10
312370,195805383,1,18
312370,197590223,2,10
312370,203375487,9,6
415880,30376589,5,10
415880,30376815,1,23
415880,30379652,5,10
415880,30382283,2,24
415880,30388445,8,30
415880,30391117,3,31
415880,30393921,8,30
415880,30400986,1,23
415880,30402204,3,31
415880,30405815,8,30
415880,30409698,5,10
415880,30436501,3,31
415880,30442725,5,10
415880,30454782,1,23
415880,30455996,3,31
415880,30477851,7,7
415880,30506881,2,24
415880,30513530,8,30
415880,30517339,5,10
415880,30548138,8,30
415880,30549452,1,23
415880,30625884,3,31
415880,30647951,7,7
415880,30680331,8,30
415880,30690510,3,31
415880,30730779,1,23
415880,31190652,6,11
415880,31239644,6,11
415880,31246022,2,24
415880,31513072,3,31
415880,31779316,3,31
415880,32138857,7,7
415880,32737441,7,7
415880,33019104,8,30
415880,33242524,3,31
